--------------------------
Best 20 scores are:

Specs,Score
405,26.061658
479,16.155601
1454,11.680804
1467,11.670532
1415,11.666861
1441,11.664398
1389,11.662300
1545,11.659607
1532,11.659452
1402,11.616230
3898,11.601913
3885,11.242650
3729,9.185326
3794,9.177365
3807,9.164725
3907,8.828700
3894,8.793663
355,8.326151
3781,7.932438
3742,7.854815
--------------------------
All scores are:

Specs,Score
0,0.08588720366533324
1,0.008519532817855665
2,-1.0
3,-1.0
4,0.0875538763129165
5,0.04801378168808497
6,0.08048031274579247
7,-1.0
8,0.48399469409261164
9,0.06097448589186542
10,0.021578331461682542
11,0.006950501723801201
12,0.041000666529136795
13,0.003584201823307733
14,7.041590897869745
15,7.041590897869745
16,0.40270438394777713
17,0.0079232662869572
18,0.015212747734911464
19,-1.0
20,0.010582210391331837
21,0.5523677477401621
22,0.029894580358820498
23,-1.0
24,-1.0
25,0.003592399563210988
26,-1.0
27,-1.0
28,0.010467689565649292
29,0.00044702726866336306
30,0.00044702726866343575
31,0.00044702726866336306
32,0.04065068323383706
33,-1.0
34,0.05789545433038894
35,0.014521374593221554
36,0.05186405861785699
37,0.011174513146862797
38,0.013208045257595077
39,1.8094009463614478
40,-1.0
41,0.0008944547407901669
42,0.193003938516976
43,-1.0
44,-1.0
45,0.0017897834246483027
46,0.08647413038946576
47,-1.0
48,0.01203495358918681
49,0.03347846788043774
50,0.017042211629256163
51,-1.0
52,0.013819741293663151
53,-1.0
54,-1.0
55,0.009905287078404447
56,0.14536708306856239
57,0.00044702726866336306
58,0.018541147905847762
59,0.07458634053780387
60,-1.0
61,0.029522968284259352
62,0.01395609315717883
63,0.015056050128122757
64,0.01281582818429976
65,0.023718505056616344
66,0.02770877696276679
67,1.0064630296818649
68,-1.0
69,1.2297675473071135
70,-1.0
71,0.009384724622624912
72,-1.0
73,0.0008049372042939407
74,0.011590601210741142
75,0.08042579884988897
76,-1.0
77,0.8840012760907517
78,0.015828711944699498
79,0.017472856286917006
80,0.01913944538396481
81,0.01573438625278549
82,0.016562196711240294
83,0.006235711875372928
84,0.002541120804466464
85,0.0036113157921591824
86,0.027278826979460553
87,0.0006596424456311701
88,0.012467775046320725
89,0.0153528804022139
90,0.01944302275963168
91,0.01421995177318315
92,0.008182111742251294
93,0.01397009410416315
94,0.008430768801744488
95,0.01816730171548925
96,0.009712379140088453
97,0.009536624677251188
98,0.0013422829540473441
99,0.016540512010989505
100,0.006917043435224451
101,0.0012852220147027613
102,0.0035596567237076234
103,0.028249293421111363
104,0.0012378073414997246
105,0.011813288642889176
106,0.015466262412804084
107,0.01853660042625014
108,0.014574781584274289
109,0.009382194965896148
110,0.014402564222723
111,0.009114730374887947
112,0.01898552955910904
113,0.010491735822534098
114,0.010939631105420308
115,0.0007503271238518491
116,0.016687897397203996
117,0.030247069393016208
118,0.0024930689514998726
119,0.007274943831742249
120,0.06488615268720833
121,0.0032469512156883228
122,0.04711066009895358
123,0.060674122206276666
124,0.06728937152166908
125,0.048122006575705145
126,0.028002301582619824
127,0.04453648304172249
128,0.036409849477448894
129,0.07020641914620446
130,0.040129303928873934
131,0.03705745481368914
132,0.0013422829540471542
133,0.05522202294540323
134,0.01499504859008831
135,0.0012854526776888964
136,0.005384418699631241
137,0.024420173608917458
138,0.00175734975994976
139,0.019960674949331854
140,0.023168962120394487
141,0.020342811743526007
142,0.017953094366412844
143,0.011377901961996523
144,0.01765301870912961
145,0.015327277375228055
146,0.02326040622761996
147,0.016225860294801504
148,0.01481318592998056
149,0.0005518052691700392
150,0.017951802731101495
151,0.021950596770448923
152,0.0029436522888366327
153,0.007303952602071923
154,0.056508522974815595
155,0.0017369221699846842
156,0.03762399940157748
157,0.045798098593783504
158,0.05193660911404816
159,0.029290092875073802
160,0.015318406928878472
161,0.027391865705255238
162,0.024708240171439976
163,0.04373811057524567
164,0.023179495025025382
165,0.02559015992862189
166,0.0013422829540476152
167,0.04302879478961183
168,0.023108706089488246
169,0.0043176336093087835
170,0.00938508054417889
171,0.059787625087958166
172,0.0031623878096230986
173,0.03588083513271725
174,0.04528453125397784
175,0.0493099147787429
176,0.03107999777846921
177,0.017705062257061612
178,0.029220085242197623
179,0.025932307643831618
180,0.04596577591915474
181,0.02538439036506187
182,0.027430720538948464
183,0.003217436809798872
184,0.042639734406580594
185,0.002934544271390845
186,0.002759991200247159
187,0.007444636599669143
188,0.017600179636266165
189,0.0005068468807097837
190,0.00622906821022084
191,0.00896209168580347
192,0.010916233567120568
193,0.012518999182414487
194,0.007587443120710589
195,0.012323466008426714
196,0.005738427617815623
197,0.014576001612780562
198,0.008434184807742788
199,0.006597606563644298
200,0.0013422829540477399
201,0.009547961895549217
202,0.003929465979983875
203,0.004258203267752295
204,0.009416170201498595
205,0.017970273244923878
206,0.0010047298418039074
207,0.006716201480387814
208,0.009324930627069069
209,0.011011288174783656
210,0.012663608480502107
211,0.008574891299523216
212,0.01258958178826829
213,0.005830121435831161
214,0.014761631033145765
215,0.008999322314919534
216,0.007253550260382162
217,0.003166460636631806
218,0.00971172890769263
219,0.012019253060517814
220,0.003750271325089029
221,0.0051365355594444355
222,0.023006125109592285
223,0.004452010434717248
224,0.01482158361290307
225,0.024523461780643938
226,0.015971002131048326
227,0.02753863606200086
228,0.018604248644826897
229,0.010128614179288366
230,0.026243022618336404
231,0.04192000534689702
232,0.026135487868378982
233,0.02430446173972591
234,0.001439726796504502
235,0.020911216814508825
236,0.028797058792270982
237,0.00370959543374807
238,0.008597475179118476
239,0.06317699417139559
240,0.005238925799007338
241,0.046013636440065925
242,0.060126066143737354
243,0.06091611234060586
244,0.0481684356885539
245,0.029337006005720406
246,0.04459206640886885
247,0.03724548732955818
248,0.06922966271376249
249,0.04052882435641112
250,0.03794297752688647
251,0.002762806638783857
252,0.053894336304748824
253,0.15978427038619014
254,0.12694186741977553
255,0.1558883030946661
256,0.15796650133514367
257,0.04490046547803959
258,0.004939400179815702
259,-1.0
260,-1.0
261,-1.0
262,-1.0
263,-1.0
264,-1.0
265,0.0036174577157003294
266,-1.0
267,0.0008944547407901669
268,-1.0
269,-1.0
270,-1.0
271,-1.0
272,-1.0
273,-1.0
274,-1.0
275,-1.0
276,-1.0
277,-1.0
278,-1.0
279,0.05282742013449161
280,-1.0
281,0.057587131058922776
282,-1.0
283,-1.0
284,-1.0
285,-1.0
286,0.005842724827266753
287,-1.0
288,0.008421091613805984
289,-1.0
290,-1.0
291,0.004939400179815702
292,-1.0
293,-1.0
294,-1.0
295,-1.0
296,-1.0
297,-1.0
298,-1.0
299,-1.0
300,-1.0
301,-1.0
302,-1.0
303,-1.0
304,-1.0
305,-1.0
306,-1.0
307,-1.0
308,-1.0
309,-1.0
310,-1.0
311,-1.0
312,-1.0
313,-1.0
314,0.001790512447065621
315,-1.0
316,0.0022391437594414592
317,-1.0
318,-1.0
319,-1.0
320,-1.0
321,0.0022831858604265573
322,0.19382576391844558
323,0.10894114342561963
324,0.020769522610766367
325,0.028736367960402097
326,0.016425704252688605
327,0.07109968811990426
328,0.11333818274576862
329,0.03085418599424147
330,0.038094087226305334
331,0.02514118293392475
332,0.001790512447065621
333,0.09349871117212577
334,0.02891849290426296
335,0.03628089914696585
336,0.025656667848494623
337,0.11288216519375098
338,-1.0
339,-1.0
340,-1.0
341,0.0026881774317391964
342,-1.0
343,0.08591009344871774
344,0.00044702726866336306
345,-1.0
346,0.0012427309138051386
347,0.0026881774317391964
348,0.039492389940119006
349,-1.0
350,-1.0
351,0.0025875588913909344
352,0.03892316277017782
353,0.0031376140054914506
354,0.004939400179815702
355,8.326150863331867
356,0.026726381760136718
357,-1.0
358,-1.0
359,-1.0
360,0.0013422829540480088
361,1.3859006336903652
362,0.01144580076172628
363,0.009472336277522832
364,2.017385274690023
365,0.0011338984954082066
